Marker	fam_08_LG	fam_08_cM
56703_x1	22	44.261
73699_x1	10	78.79
28002_x1	30	21.559
42145_x1	18	78.274
24432_x1	2	68.162
61438_x1	14	114.163
4103_x1	14	103.13
83782_x1	14	113.185
55291_x1	32	54.537
73475_x1	9	82.423
50200_x1	34	65.833
43686_x1	1	108.297
1335_x1	37	34.193
51597_x1	24	3.459
290_x1	31	25.86
7158_x1	4	83.256
64152_x1	2	2.969
66081_x1	9	35.77
29694_x1	22	39.93
57271_x1	21	89.836
16306_x1	6	0.859
19176_x1	5	23.549
41075_x1	11	71.27
60681_x1	1	13.61
15151_x1	29	53.599
47360_x1	12	30.688
37702_x1	23	9.259
24167_x1	4	3.052
66990_x1	32	72.979
64294_x1	28	65.027
2144_x1	19	26.39
41214_x1	11	2.95
20670_x1	4	125.155
17087_x1	5	60.737
73501_x1	23	58.157
24043_x1	26	41.724
46233_x1	8	21.263
32787_x1	2	152.425
13919_x1	30	56.528
19817_x1	21	135.496
40737_x1	11	122.266
8218_x1	1	126.555
60109_x1	12	0.904
40500_x1	7	135.979
2773_x1	20	26.241
6068_x1	22	19.267
45127_x1	13	69.491
57345_x1	10	0.649
56858_x1	19	46.098
3392_x1	10	55.629
78639_x1	28	65.027
33752_x1	16	15.459
74690_x1	13	49.157
10104_x1	5	139.945
74216_x1	4	9.601
60785_x1	31	0.855
78901_x1	10	0.649
8157_x1	6	148.919
41598_x1	12	131.336
58281_x1	22	56.764
60271_x1	17	3.254
6571_x1	22	57.559
56527_x1	7	67.577
68886_x1	30	17.755
24208_x1	22	56.887
10297_x1	4	59.921
1742_x1	4	36.758
69028_x1	35	8.7
3571_x1	4	128.545
65823_x1	21	60.939
68402_x1	4	103.173
62912_x1	2	4.698
42684_x1	14	21.051
5306_x1	7	26.007
5857_x1	23	64.455
52209_x1	19	60.895
72396_x1	35	52.118
12347_x1	2	4.698
32362_x1	28	62.914
674_x1	35	28.807
46586_x1	1	128.547
46824_x1	2	7.396
5304_x1	37	16.412
9226_x1	35	104.949
58522_x1	23	70.089
58267_x1	9	11.453
44420_x1	5	101.718
63423_x1	26	4.246
62226_x1	34	50.904
66974_x1	2	123.542
63364_x1	4	80.002
73649_x1	4	35.242
57596_x1	36	69.207
2282_x1	5	144.542
78665_x1	2	12.899
49432_x1	2	2.758
23257_x1	14	64.316
1283_x1	18	28.519
70254_x1	21	38.399
49906_x1	25	65.64
9624_x1	37	66.542
54934_x1	4	9.353
56950_x1	9	35.96
74170_x1	19	31.005
7055_x1	22	57.228
67460_x1	21	14.27
7918_x1	17	15.838
70256_x1	2	42.801
1615_x1	31	22.542
74183_x1	8	5.79
59189_x1	21	133.903
28249_x1	6	101.66
65827_x1	4	47.87
63399_x1	35	24.218
40736_x1	5	140.448
26116_x1	6	20.664
63213_x1	20	66.034
18328_x1	18	67.639
6509_x1	4	3.052
53716_x1	23	68.086
5719_x1	8	12.155
58460_x1	8	96.903
5426_x1	28	65.027
58269_x1	14	77.398
59219_x1	12	66.078
88248_x1	17	18.443
2586_x1	5	116.167
1281_x1	6	38.819
40556_x1	23	68.086
19517_x1	6	38.819
5580_x1	25	49.159
995_x1	6	145.852
58095_x1	1	112.547
48819_x1	15	1.539
61961_x1	1	128.547
12566_x1	13	69.615
14241_x1	12	97.876
68719_x1	22	49.346
5779_x1	28	22.631
48610_x1	9	145.887
48610_x2	9	145.887
37988_x1	22	56.887
55122_x1	11	20.536
62085_x1	2	89.085
66868_x1	21	107.058
5742_x1	3	134.287
17230_x1	4	138.415
62005_x1	22	19.267
45528_x1	16	97.158
74564_x1	25	57.492
965_x1	6	1.116
58301_x1	16	0
54686_x1	16	36.075
1591_x1	31	25.606
45450_x1	8	21.548
73781_x1	21	89.372
26_x1	20	16.304
43515_x1	35	84.449
52004_x1	10	60.85
72927_x1	10	42.684
40271_x1	25	24.824
55811_x1	3	6.124
42033_x1	3	119.645
41809_x1	21	71.223
7512_x1	21	103.1
346_x1	1	112.27
48817_x1	12	101.287
62746_x1	16	22.765
2071_x1	34	32.273
59800_x1	2	154.715
58405_x1	13	34.535
59294_x1	3	41.993
61184_x1	7	129.651
58947_x1	4	8.568
52631_x1	11	63.87
62502_x1	14	107.945
56074_x1	6	115.148
23424_x1	31	10.695
62391_x1	24	69.766
62003_x1	32	81.211
64609_x1	8	85.162
44139_x1	9	108.094
12455_x1	32	86.76
40255_x1	5	82.341
43635_x1	7	130.701
6425_x1	22	56.887
6359_x1	13	0.672
56442_x1	21	71.223
44450_x1	9	85.538
58142_x1	31	7.189
6131_x1	2	153.571
4311_x1	1	1.329
72297_x1	35	48.589
19547_x1	30	32.312
575_x1	18	79.408
65640_x1	4	8.973
41482_x1	9	9.06
41980_x1	18	11.841
55814_x1	8	19.493
61216_x1	36	70.491
68673_x1	27	24.632
14373_x1	6	38.819
2418_x1	24	74.15
44143_x1	22	0
3557_x1	1	110.703
35168_x1	1	74.602
33905_x1	10	6.161
21053_x1	34	24.313
60701_x1	32	85.197
2148_x1	16	88.865
22920_x1	7	5.747
3169_x1	15	3.724
441_x1	7	12.676
53318_x1	32	1.356
61879_x1	8	0.625
48632_x1	3	144.998
62581_x1	23	58.527
59003_x1	9	106.94
17895_x1	13	63.033
92199_x1	5	23.549
41382_x1	8	44.685
4865_x1	30	5.276
66045_x1	5	43.512
52376_x1	8	0.625
12047_x2	10	0
12047_x1	3	145.148
4714_x1	28	22.313
27504_x1	3	64.618
75489_x1	25	61.885
52722_x1	8	112.293
41568_x1	21	71.223
70503_x1	3	144.51
53215_x1	7	117.51
55627_x1	1	6.142
84679_x1	21	71.223
6114_x1	17	15.997
57208_x1	36	48.962
61727_x1	16	76.805
5500_x1	37	43.767
54592_x1	3	110.46
70627_x1	16	65.509
3728_x1	8	21.548
43382_x1	26	4.827
44513_x1	5	33.56
54069_x1	4	124.744
68424_x1	26	8.008
41888_x1	18	1.025
66554_x1	3	62.111
14005_x1	20	47.069
43956_x1	4	114.764
61451_x1	4	88.051
6284_x1	30	21.458
50039_x1	35	86.942
53748_x1	25	45.584
62315_x1	28	4.774
63644_x1	28	21.807
3026_x1	2	91.705
17734_x1	12	114.582
74941_x1	7	25.421
43762_x1	34	61.552
11095_x1	9	85.538
77901_x1	1	8.968
59006_x1	6	143.122
40979_x1	21	120.716
17827_x1	7	46.767
7766_x1	5	137.317
69588_x1	36	0
50409_x1	21	0
506_x1	5	101.121
40189_x1	36	19.178
71638_x1	12	105.437
41135_x1	23	64.455
7591_x1	17	5.572
61497_x1	19	31.005
31236_x1	18	90.138
78835_x1	12	31.338
56361_x1	3	111.382
22857_x1	7	88.399
12534_x1	20	58.072
7299_x1	33	72.011
66036_x1	18	28.519
59030_x1	27	60.606
71736_x1	2	74.312
6097_x1	8	111.654
504_x1	5	143.01
59790_x1	13	69.615
59316_x1	3	60.777
17443_x1	14	52.107
13540_x1	5	137.317
48708_x1	13	71.558
42527_x1	19	58.779
20401_x1	4	6.399
55056_x1	10	0.649
47652_x1	4	16.989
68501_x1	21	32.252
43700_x1	2	2.969
120_x1	31	3.209
50174_x1	31	7.189
66930_x1	20	50.852
1887_x1	15	3.39
6539_x1	26	28.687
19702_x2	36	72.765
19702_x1	7	141.379
63921_x1	5	140.557
57161_x1	1	4.923
50772_x1	25	67.841
12709_x1	1	15.901
14889_x1	6	1.545
43702_x1	29	61.55
2253_x1	18	63.025
56916_x1	9	49.034
66034_x1	17	56.314
15637_x1	23	28.99
65470_x1	1	41.137
56414_x1	21	53.28
57003_x1	18	5.54
8120_x1	4	36.05
20305_x1	5	56.467
45588_x1	6	148.919
8324_x1	2	114.595
54310_x1	1	128.547
28489_x1	11	7.023
56128_x1	16	37.2
42397_x1	14	80.392
70104_x1	15	32.25
42497_x1	32	45.196
54549_x1	29	59.805
72364_x1	19	64.561
77741_x1	2	121.456
45761_x1	8	14.025
69907_x1	18	61.859
58341_x1	9	19.765
17756_x1	13	13.538
41611_x1	13	56.693
5842_x1	10	110.625
51720_x1	16	23.786
38856_x1	17	0.888
10087_x1	20	48.858
48913_x1	17	4.422
4017_x1	19	46.098
56160_x1	28	29.555
11199_x1	4	74.284
61120_x1	25	50.948
53661_x1	6	90.798
7586_x1	22	19.267
60071_x1	3	16.346
47893_x1	9	82.423
19157_x1	6	0.859
56395_x1	18	88.028
42174_x1	34	68.193
42816_x1	7	99.509
48006_x1	13	62.774
16494_x1	21	17.133
26987_x1	19	31.005
40112_x1	26	1.842
18219_x1	21	100.616
33777_x1	12	22.69
Oke_TCP1-78_x1	5	131.073
11630_x1	7	89.372
65333_x1	14	83.785
39707_x1	23	60.806
3999_x1	19	31.005
60134_x1	24	33.339
42955_x1	26	14.725
15503_x1	5	2.776
56549_x1	4	24.018
29476_x1	24	3.338
54389_x1	4	17.573
10278_x1	20	14.399
66789_x1	19	65.046
17726_x1	25	10.032
4449_x1	23	20.226
52813_x1	32	59.931
63151_x1	1	77.769
34875_x1	14	11.794
11040_x1	13	40.82
57395_x1	14	38.823
4030_x1	23	64.455
41005_x1	2	27.266
55498_x1	31	1.103
78589_x1	24	7.284
65230_x1	34	36.339
4171_x1	12	70.701
55155_x1	35	84.449
45629_x1	28	46.37
14813_x1	12	42.455
42108_x1	18	19.279
81606_x1	4	78.217
58100_x1	22	56.887
16125_x1	9	144.744
48397_x1	5	25.755
55220_x1	3	146.349
67913_x1	1	8.603
18128_x1	28	59.585
64586_x1	30	17.984
17649_x1	21	48.107
56217_x1	31	6.457
26537_x1	6	65.623
14429_x1	1	77.769
43121_x1	7	71.212
72703_x1	29	31.73
70421_x1	35	59.417
37174_x1	1	8.486
59956_x1	30	17.984
20952_x1	18	13.74
56743_x1	12	122.968
12584_x1	1	1.329
77253_x1	13	38.818
13648_x1	1	85.776
47562_x1	1	66.912
11354_x1	18	28.519
62840_x1	2	119.939
570_x1	12	101.287
22472_x1	33	80.682
15385_x1	27	0.926
65847_x1	23	68.086
67726_x1	20	45.86
49103_x1	3	110.757
61400_x1	37	66.542
24377_x1	32	95.574
67684_x1	17	6.425
1448_x1	27	23.469
64476_x1	12	69.257
10566_x1	1	67.785
12227_x1	29	23.956
43573_x1	36	57.879
60532_x1	10	108.584
55522_x1	12	142.788
6804_x1	34	17.887
62524_x1	10	75.455
69269_x1	6	148.617
60841_x1	22	19.267
12867_x1	31	7.97
36262_x1	10	80.66
51383_x1	12	95.655
72224_x1	31	43.553
3615_x1	23	59.053
7330_x1	1	119.056
7788_x1	10	10.015
7857_x1	1	128.547
5297_x1	5	19.329
Oke_hsc71-199_x1	22	27.906
64697_x1	20	3.415
7332_x1	22	57.228
48441_x1	15	27.526
72833_x1	3	124.296
31565_x1	12	30.822
70226_x1	1	128.547
27368_x1	2	5.209
56094_x1	1	41.944
55153_x1	2	74.312
50186_x1	20	50.27
57096_x1	10	0
44813_x1	17	3.254
46318_x1	6	130.726
52242_x1	13	8.188
54772_x1	2	66.461
68497_x1	6	48.73
53414_x1	6	70.107
24171_x1	5	92.524
45493_x1	8	71.608
1444_x1	10	32.14
60987_x1	34	3.988
4239_x1	4	71.559
9232_x2	4	143.85
Oke_txnrd1-74_x1	2	76.208
65329_x1	3	11.776
53449_x1	34	19.997
10500_x1	6	0.859
43724_x1	4	10.395
1951_x1	18	1.613
4066_x1	19	72.033
13660_x1	3	123.547
52746_x1	14	38.823
51616_x1	7	141.379
51616_x2	36	73.842
15144_x1	12	1.032
42045_x1	10	99.991
11556_x1	10	97.566
1034_x1	21	133.331
61810_x1	35	89.885
61810_x2	10	111.163
53172_x1	3	140.221
37009_x1	7	117.51
54511_x1	22	55.989
1515_x1	21	12.553
1515_x2	2	135.409
45062_x1	3	147.672
8480_x1	8	18.713
51579_x1	23	68.204
49841_x1	31	6.734
41092_x1	31	0.994
7908_x1	17	10.697
8438_x1	24	6.842
18022_x1	7	11.981
7312_x1	4	24.018
78375_x1	10	76.513
51846_x1	9	84.146
147_x1	12	101.287
74441_x1	34	69.335
11238_x1	31	50.585
42216_x1	7	143.711
7955_x1	3	40.008
72073_x1	28	21.807
45661_x1	25	15.335
43302_x1	4	142.703
6230_x1	5	26.338
48210_x1	27	0
72795_x1	16	88.682
62439_x1	32	88.815
14744_x1	23	40.467
59584_x1	15	1.539
70772_x1	8	0.625
64150_x1	36	56.477
32973_x1	2	12.899
33036_x1	19	43.405
70951_x1	15	1.539
55906_x1	14	0.149
57315_x1	7	117.51
23248_x1	23	1.651
2626_x1	14	16.054
27528_x1	14	104.012
57847_x1	32	54.801
62804_x1	18	40.844
5636_x1	16	11.559
13955_x1	3	132.053
79056_x1	28	47.505
61345_x1	10	48.751
55163_x1	4	79.66
54941_x1	23	28.99
2761_x1	35	59.933
58337_x1	11	4.753
1905_x1	27	24.486
56610_x1	31	7.97
47855_x1	31	33.798
64786_x1	7	49.551
76890_x1	6	0.859
67071_x1	21	111.55
6549_x1	30	59.335
48961_x1	1	66.435
140_x1	16	0.129
19869_x1	22	34.531
10695_x1	6	137.268
75877_x1	21	136.201
62960_x1	30	61.386
44532_x1	3	140.325
52458_x1	4	77.861
43230_x1	3	141.817
49264_x1	11	95.688
37078_x1	9	98.277
33934_x1	28	46.37
46833_x1	27	17.753
6413_x1	21	66.9
30953_x1	13	56.693
64385_x1	7	143.711
45516_x1	1	128.547
590_x1	25	62.032
54292_x1	6	89.465
63260_x1	20	33.322
21680_x1	26	44.494
73480_x1	7	99.952
9235_x1	13	69.491
1701_x1	5	60.737
69497_x1	12	42.455
77971_x1	13	69.615
13048_x1	6	71.47
56668_x1	8	44.685
71196_x1	7	140.06
58569_x1	33	52.79
5374_x1	6	103.563
58333_x1	11	28.338
528_x1	27	40.816
68548_x1	2	36.242
57571_x1	11	63.769
26582_x1	2	163.302
16191_x1	1	18.645
66960_x1	32	54.537
45089_x1	14	61.012
81827_x1	12	67.849
57982_x1	19	59.273
63764_x1	7	43.228
49945_x1	12	129.58
3432_x1	9	61.222
11506_x1	18	63.025
75172_x1	6	39.963
47120_x1	9	30.934
18299_x1	33	52.79
3534_x1	17	0.595
64089_x1	32	78.792
8241_x1	3	11.776
52452_x1	2	51.45
6039_x1	11	4.936
42820_x1	21	136.201
52994_x1	8	80.127
77051_x1	26	1.076
14535_x1	6	1.413
2508_x1	5	26.506
38640_x1	27	20.027
1543_x1	4	138.415
69089_x1	16	97.158
64767_x1	9	5.737
62238_x1	28	33.075
76634_x1	23	64.455
62875_x1	13	34.535
52992_x1	9	146.452
62010_x1	21	53.58
53603_x1	25	10.032
63731_x1	23	37.006
49371_x1	14	117.385
3227_x1	9	159.422
33919_x1	5	14.87
46161_x1	30	21.458
44204_x1	33	33.925
58836_x1	17	27.246
85800_x1	5	37.571
835_x1	8	99.39
1316_x1	6	107.746
40498_x1	11	116.308
54326_x1	27	0.926
27406_x1	17	37.77
57601_x1	5	51.666
Oke_U504-228_x1	18	78.274
47660_x1	20	48.858
4092_x1	31	3.938
40947_x1	14	113.644
26845_x1	11	20.787
46626_x1	7	129.476
59485_x1	30	50.747
51271_x1	7	5.146
58900_x2	9	145.887
46523_x1	8	22.393
77894_x1	21	131.091
63940_x1	32	71.331
65688_x1	37	34.333
49576_x1	2	116.495
62178_x1	27	64.157
61710_x1	22	29.981
10739_x1	24	4.149
58285_x1	6	108.243
46628_x1	28	46.37
47776_x1	9	145.887
6913_x1	29	23.096
68308_x1	2	89.085
1345_x1	15	6.585
62172_x1	34	65.833
62172_x2	9	2.159
59810_x1	5	51.401
64746_x1	32	51.309
66935_x1	13	56.693
781_x1	14	71.985
9395_x1	36	27.822
5242_x1	23	70.675
60794_x1	6	148.919
43619_x1	5	25.907
37267_x1	5	139.945
54135_x1	21	41.477
14058_x1	2	1.654
45367_x1	30	59.335
64610_x1	13	59.277
3148_x1	19	72.176
62381_x1	22	42.252
21881_x1	5	140.557
72572_x1	9	10.678
56472_x1	37	74.351
15765_x1	27	60.495
44129_x1	2	6.341
9545_x1	7	84.042
6631_x1	35	92.201
16226_x1	35	53.142
3470_x1	14	109.72
53202_x1	14	30.733
6349_x1	23	68.086
72931_x1	12	50.348
19908_x1	37	74.351
68226_x1	35	59.316
40299_x1	8	12.417
62032_x1	22	30.826
1428_x1	4	120.911
14732_x1	18	19.279
64856_x1	28	30.165
Oke_lactb2-71_x1	18	32.745
49572_x1	36	73.842
64844_x1	3	1.069
30110_x1	1	123.482
11100_x1	23	27.948
72285_x1	9	10.151
43795_x1	11	5.121
41722_x1	10	20.386
73732_x1	19	0
24771_x1	7	110.204
41056_x1	16	89.369
11628_x1	24	75.073
69566_x1	9	4.04
40968_x1	32	96.717
65180_x1	10	30.578
47599_x1	24	45.673
68235_x1	4	47.294
1835_x1	35	29.872
5379_x1	31	5.273
66785_x1	3	66.512
8381_x1	28	65.027
65499_x1	13	59.277
65186_x1	10	76.513
38187_x1	2	10.488
69964_x1	22	9.966
37817_x1	11	108.407
57359_x1	27	30.907
77953_x1	26	1.076
16044_x1	25	69.827
56945_x1	1	128.547
23555_x1	35	42.192
10583_x1	27	8.984
74489_x1	24	13.355
7938_x1	4	71.295
65889_x1	11	29.633
58107_x1	6	137.268
56947_x1	1	12.464
67223_x1	37	74.351
48163_x1	7	123.077
6592_x1	34	65.833
19320_x1	3	77.646
35687_x1	15	27.374
43308_x1	29	1.375
53593_x1	22	37.026
5313_x1	9	122.275
55020_x1	33	66.64
3641_x1	8	111.654
48900_x1	32	67.083
7547_x1	29	54.77
4415_x1	4	6.041
65808_x1	25	45.066
5612_x1	1	128.547
65755_x1	22	55.989
10487_x1	15	3.281
44425_x1	20	18.627
61346_x1	25	39.307
79031_x1	24	45.673
64047_x1	4	69.509
8098_x1	2	2.758
4930_x1	2	74.312
1230_x1	9	99.526
30415_x1	9	171.164
69786_x1	14	102.111
31004_x1	21	119.073
17451_x1	26	44.494
20157_x1	26	15.973
53695_x1	5	10.379
50107_x1	32	69.343
13495_x1	10	12.574
24879_x1	12	50.62
57542_x1	6	0.859
1157_x1	37	43.767
18632_x1	4	60.505
56997_x1	34	65.833
73187_x1	27	8.375
45664_x1	1	7.286
63482_x1	37	0
35287_x1	1	92.27
32894_x1	31	7.97
57940_x1	24	3.338
57039_x1	1	8.486
43806_x1	4	74.583
46540_x1	2	155.858
211_x1	22	34.755
55507_x1	33	56.799
53595_x1	1	14.379
75367_x1	9	71.581
4597_x1	33	73.81
28097_x1	10	0
42942_x1	2	23.26
10612_x1	27	0.926
52966_x1	4	86.66
59780_x1	4	46.816
5152_x1	10	3.832
56558_x1	36	52.975
5584_x1	13	71.451
41829_x1	2	65.889
55192_x1	9	135.837
19266_x1	5	144.867
26683_x1	8	122.429
59427_x1	6	70.107
65252_x1	18	59.205
47646_x1	31	36.792
63964_x1	37	68.372
76067_x1	22	57.228
Oke_U1012-241_x1	9	108.094
53106_x1	11	4.508
2263_x1	4	3.052
49265_x1	16	85.183
14871_x1	23	64.455
60529_x1	12	84.565
43082_x1	27	0.926
76518_x1	24	51.575
54242_x1	29	23.83
53104_x1	33	66.64
62301_x1	21	89.037
57934_x1	9	102.087
10366_x1	16	74.392
77150_x1	29	8.608
63486_x1	3	1.439
3625_x1	17	0.888
57932_x1	25	68.162
54244_x1	24	12.943
65605_x1	37	59.611
22342_x1	1	111.676
16289_x1	3	108.884
53981_x1	27	0.926
17849_x1	4	1.708
69437_x1	32	24.549
57438_x1	9	78.421
6899_x1	4	115.468
56696_x1	7	99.952
7014_x1	37	61.278
75181_x1	4	8.973
65608_x1	16	62.992
9231_x1	12	28.521
57413_x1	26	28.044
42311_x1	4	7.923
Oke_U2048-91_x1	18	1.82
73069_x1	1	67.785
43648_x1	4	40.047
114_x1	15	1.539
55598_x1	19	58.779
67621_x1	36	27.51
53677_x1	9	10.678
60669_x1	15	1.539
55618_x1	33	86.383
26214_x1	14	79.282
65255_x1	4	11.009
54214_x1	3	42.438
20371_x1	10	48.751
31075_x1	5	143.01
53231_x1	32	87.939
81739_x1	21	32.392
56754_x1	21	136.201
16014_x1	13	36.596
43215_x1	1	3.932
39670_x1	5	81.574
62354_x1	25	20.914
51959_x1	23	28.199
34923_x1	34	59.346
25210_x1	22	9.201
14929_x1	33	84.672
69948_x1	8	84.468
28007_x1	12	131.336
66744_x1	28	39.26
62433_x1	18	28.519
46426_x1	1	111.82
4539_x1	5	139.945
68796_x1	9	165.598
82975_x1	30	62.01
11233_x1	25	63.085
69404_x1	33	44.036
25848_x1	2	76.208
23927_x1	6	90.669
53671_x1	8	48.331
53881_x1	17	3.254
39402_x1	32	16.345
4960_x1	3	68.767
58515_x1	2	42.801
69341_x1	15	27.678
900_x1	26	14.345
22396_x1	3	62.111
4752_x1	12	5.595
10463_x1	8	10.259
67384_x1	10	111.163
36121_x1	28	29.555
68947_x1	21	138.509
65832_x1	35	74.304
7173_x1	17	47.761
29578_x1	32	69.493
71586_x1	2	64.611
12339_x1	26	1.076
Oke_CO1A1-72_x1	21	71.223
77064_x1	10	114.593
55019_x1	33	41.76
58909_x1	16	59.622
71480_x1	2	150.138
457_x1	36	73.842
457_x2	7	143.711
8361_x1	34	65.833
42967_x1	8	120.727
42967_x2	37	74.351
16480_x1	8	4.055
69528_x1	18	1.511
50732_x1	4	115.752
69979_x1	30	5.568
8167_x1	14	102.796
19655_x1	16	62.992
51192_x1	5	143.01
12098_x1	1	128.547
15319_x1	34	49.234
53539_x1	12	101.287
40397_x1	1	23.143
85351_x1	7	1.951
16037_x1	6	142.65
76214_x1	21	78.147
9878_x1	4	17.573
2658_x1	2	116.344
15093_x1	16	20.06
11377_x1	32	54.537
58088_x1	19	41.938
10547_x1	13	42.768
41657_x1	8	0.625
55323_x1	36	56.798
70455_x1	14	47.805
13653_x1	15	46.502
11857_x1	15	46.502
22031_x1	1	107.808
37217_x1	1	82.214
11261_x1	8	21.548
42084_x1	29	59.805
32901_x1	4	138.415
22637_x1	12	101.287
26290_x1	5	131.217
16653_x1	4	128.545
20967_x1	34	1.667
3870_x1	20	13.922
46407_x1	9	20.028
54604_x1	9	122.275
41068_x1	14	38.823
58136_x1	10	127.222
16852_x1	1	6.142
50478_x1	8	5.205
8016_x1	35	87.459
78190_x1	10	2.476
77795_x1	29	8.908
76539_x1	10	0.649
10111_x1	19	63.528
21490_x1	9	10.84
56197_x1	7	14.953
23340_x1	34	51.074
12042_x1	21	120.716
2818_x1	8	19.706
62869_x1	13	69.615
6977_x1	7	71.644
71276_x1	11	128.118
77145_x1	1	13.959
54617_x1	16	0
12529_x1	1	74.833
62854_x1	33	66.64
42438_x1	31	24.944
4670_x1	35	58.617
41312_x1	24	74.384
77342_x1	21	5.719
48351_x1	3	111.065
78569_x1	17	21.695
72962_x1	13	69.615
63207_x1	7	137.815
8078_x1	30	37.048
55650_x1	17	62.29
59839_x1	8	0.77
44244_x1	31	5.273
40599_x1	8	91.844
1818_x1	20	33.572
27780_x1	2	1.293
7667_x1	2	65.654
63094_x1	4	78.582
54975_x1	3	58.923
22632_x1	24	18.312
52519_x1	32	86.259
64085_x1	3	134.287
50862_x1	37	54.58
32373_x1	13	59.277
58186_x1	16	62.437
47295_x1	22	27.906
77797_x1	35	29.992
7038_x1	8	42.954
57541_x1	20	16.853
4955_x1	13	8.033
4013_x1	35	52.44
66303_x1	4	60.211
58184_x1	24	57.23
45584_x1	20	63.148
65802_x1	30	56.528
24365_x1	17	37.661
66309_x2	12	131.336
53387_x1	33	48.399
47267_x1	9	145.315
52641_x1	16	89.131
65345_x1	8	22.523
67954_x1	34	36.162
72060_x1	2	66.461
66305_x1	2	45.318
42304_x1	20	17.176
61116_x1	36	62.54
17564_x1	13	69.491
64655_x1	36	73.842
49686_x1	33	74.954
34427_x1	21	136.201
49595_x1	28	65.027
64675_x1	5	97.898
51556_x1	3	140.325
14969_x1	29	52.448
63254_x1	22	14.245
63209_x1	6	122.366
15709_x1	3	91.153
12899_x1	1	108.297
65543_x1	21	10.274
15966_x1	28	22.313
10043_x1	33	48.637
51410_x1	1	13.61
37434_x1	6	99.396
60579_x1	21	8.558
53562_x1	1	77.186
52230_x1	22	57.228
63117_x1	29	63.316
11542_x1	4	130.527
9289_x1	7	86.72
22818_x1	14	16.266
61800_x1	35	14.87
64671_x1	5	130.408
58873_x1	21	80.408
11154_x1	22	43.086
17866_x1	3	61.403
70434_x1	20	12.643
15626_x1	12	5.595
6795_x1	7	143.711
6795_x2	36	70.491
41898_x1	22	0
42981_x1	15	6.013
90335_x1	5	27.18
13817_x1	11	24.275
13788_x1	30	14.758
4098_x1	3	145.617
9044_x1	31	51.264
54794_x1	32	1.004
56305_x1	6	66.987
11051_x1	7	137.123
3561_x1	5	41.783
55805_x1	10	97.566
48954_x1	13	39.866
53096_x1	35	60.779
65670_x1	18	30.796
62779_x1	4	7.054
5533_x1	9	145.887
70261_x1	36	73.842
57788_x1	2	153.571
73447_x1	25	65.004
6633_x1	31	0.994
76732_x1	8	39.291
69015_x1	18	59.205
70587_x1	30	39.869
58700_x1	33	59.222
1293_x1	7	46.645
71339_x1	3	6.698
68449_x1	19	62.274
47941_x1	24	20.261
62663_x1	30	61.133
9509_x1	37	67.731
5883_x1	7	123.077
32253_x1	14	0.149
64348_x1	3	56.658
34344_x1	2	20
49628_x1	32	86.76
25701_x1	35	14.87
49875_x2	9	12.671
12786_x1	10	76.513
39900_x1	16	97.158
45774_x1	12	115.381
47078_x1	23	28.199
40705_x1	2	98.854
18118_x1	24	12.943
9048_x1	29	63.316
51176_x1	34	65.833
42867_x1	23	27.315
4482_x1	22	56.887
3797_x1	12	3.572
51170_x1	21	80.408
59700_x1	9	51.09
67658_x1	10	2.476
1640_x1	11	83.8
3143_x1	29	15.528
13844_x1	5	10.379
73443_x1	18	5.54
53207_x1	32	54.801
23609_x1	6	39.963
45170_x1	9	109.391
4253_x1	8	5.79
64963_x1	17	45.277
59090_x1	9	10.678
12645_x1	1	68.134
35150_x1	15	34.964
67209_x2	1	4.419
67209_x1	1	4.698
8050_x1	18	2.185
42707_x1	1	71.631
11060_x1	22	9.966
36822_x1	6	70.374
75767_x1	11	36.927
8721_x1	32	86.76
8729_x1	2	128.119
45690_x1	2	13.744
68439_x1	1	66.912
69642_x1	7	33.218
55794_x1	19	70.637
9799_x1	13	59.277
35134_x1	26	21.696
56374_x1	8	61.48
25157_x1	24	4.78
31575_x1	21	66.9
57744_x1	37	64.279
3915_x1	20	3.987
192_x1	4	16.887
41582_x1	27	30.79
42538_x1	4	1.161
11564_x1	30	59.335
51678_x1	29	23.226
46723_x1	33	56.799
26311_x1	4	17.573
77317_x1	5	99.608
58510_x1	20	17.478
72996_x1	12	122.855
55962_x1	3	144.998
40122_x1	37	34.333
57746_x1	20	45.86
52737_x1	2	2.969
10308_x1	9	36.156
58181_x1	23	53.914
50975_x1	29	0.825
51030_x2	12	136.022
42705_x1	32	54.801
58192_x1	10	0
70679_x1	1	4.923
63605_x1	6	0.859
52564_x1	16	88.435
40856_x1	34	11.993
38479_x1	21	55.224
67751_x1	37	56.586
1713_x1	6	9.909
49543_x1	21	113.996
54699_x1	11	31.278
43939_x1	11	83.8
10765_x1	36	73.842
68437_x1	19	31.005
58135_x1	32	68.794
72327_x1	34	50.904
46358_x1	33	16.308
59963_x1	16	16.389
63021_x1	8	100.755
10622_x1	29	59.805
78954_x1	23	47.372
13227_x1	28	22.313
64535_x1	24	3.338
56886_x1	17	15.838
31851_x1	32	1.615
60894_x2	33	80.682
119_x1	26	46.793
46867_x1	16	36.367
64879_x1	6	39.963
59544_x2	36	72.765
9098_x1	10	13.28
57808_x1	7	122.969
62060_x1	15	54.106
71357_x1	32	27.494
63849_x1	2	153.571
40126_x1	33	63.148
14209_x1	28	62.914
64931_x1	17	21.38
47454_x1	4	7.411
54555_x1	2	153.571
11624_x1	9	103.844
8781_x1	1	4.923
7986_x1	32	41.154
