population_type DH
population_name CMUW10X_0001
distance_function kosambi
cut_off_p_value .0001
no_map_dist 15.0
no_map_size 2
missing_threshold .25
estimation_before_clustering yes
detect_bad_data yes
objective_function ML
number_of_loci 5052
number_of_individual 34

locus_name	CMUW10X01H_0009	CMUW10X01H_0011	CMUW10X01H_0012	CMUW10X01H_0013	CMUW10X01H_0016	CMUW10X01H_0019	CMUW10X01H_0020	CMUW10X01H_0021	CMUW10X01H_0023	CMUW10X01H_0024	CMUW10X01H_0030	CMUW10X01H_0031	CMUW10X01H_0035	CMUW10X01H_0044	CMUW10X01H_0047	CMUW10X01H_0058	CMUW10X01H_0062	CMUW10X01H_0063	CMUW10X01H_0064	CMUW10X01H_0067	CMUW10X01H_0068	CMUW10X01H_0069	CMUW10X01H_0072	CMUW10X01H_0073	CMUW10X01H_0074	CMUW10X01H_0077	CMUW10X01H_0079	CMUW10X01H_0080	CMUW10X01H_0083	CMUW10X01H_0085	CMUW10X01H_0086	CMUW10X01H_0087	CMUW10X01H_0093	CMUW10X01H_0095	
43510_x1	a	b	a	a	b	a	b	a	b	b	-	b	b	-	a	a	a	b	a	b	a	a	b	a	b	a	a	b	a	b	b	b	a	b	
77600_x1	a	b	-	b	b	a	-	a	a	a	a	a	-	b	a	b	b	b	b	b	b	b	-	b	b	a	a	a	a	b	b	a	b	a	
1906_x1	b	b	a	a	-	a	b	b	b	a	-	-	a	a	a	a	a	b	a	a	b	a	a	a	b	b	a	b	b	b	a	a	a	a	
61751_x1	b	a	b	a	b	-	-	a	a	b	a	a	b	a	b	b	a	b	a	a	-	-	-	b	a	a	b	a	a	b	a	b	a	b	
61577_x1	b	a	a	a	a	b	a	a	a	a	a	-	b	-	b	a	b	b	a	a	-	-	b	a	b	b	a	b	b	-	a	a	a	b	
11599_x1	-	a	a	b	-	b	a	-	b	b	-	b	b	a	-	-	b	a	a	a	a	-	a	b	-	a	b	b	a	a	b	a	a	a	
55925_x1	b	b	b	a	b	b	-	a	a	-	b	a	b	-	a	a	a	b	a	a	-	a	-	-	a	b	a	-	a	b	b	a	a	a	
3292_x1	b	b	b	a	b	b	b	a	b	a	a	b	b	a	b	a	a	a	b	a	b	b	a	b	a	a	b	a	b	b	a	a	b	a	
15083_x1	a	a	a	b	b	b	b	b	a	a	-	b	a	a	a	a	a	b	-	b	a	b	a	b	b	b	b	b	b	b	b	b	b	a	
84905_x1	a	b	b	b	a	a	-	a	b	a	a	-	a	a	a	-	a	b	a	b	b	a	a	b	b	a	a	a	a	a	a	a	a	b	
71439_x1	a	a	a	a	b	a	-	a	b	a	-	a	-	-	b	b	a	a	a	b	a	a	b	a	a	b	a	b	a	b	b	b	a	a	
18533_x1	a	a	a	a	b	a	a	-	b	a	-	a	b	a	b	b	a	a	a	b	a	a	b	a	a	b	a	b	a	-	b	b	a	a	
2619_x2	a	a	b	a	b	b	b	b	b	b	b	a	a	b	a	a	b	-	a	b	-	a	a	-	a	a	a	b	a	a	b	a	a	a	
55332_x1	a	a	a	a	b	b	-	a	a	a	b	a	-	a	b	a	a	b	b	b	a	a	a	b	b	a	b	b	a	b	b	a	a	b	
7811_x1	-	b	b	b	b	a	-	b	b	b	b	b	a	a	-	b	a	a	b	b	-	b	-	b	a	a	b	a	a	b	b	b	b	a	
66794_x1	b	b	a	-	a	a	b	b	a	-	-	a	b	a	a	-	a	b	b	b	-	-	a	b	b	a	b	a	a	b	a	b	-	a	
71437_x1	b	b	a	-	b	b	a	-	a	b	a	b	-	a	a	-	a	a	b	a	a	a	a	b	-	a	b	b	a	b	-	a	a	b	
79211_x1	a	b	a	a	b	a	b	b	a	a	a	-	-	-	b	-	b	b	a	b	-	a	a	a	-	a	a	a	b	a	b	a	b	b	
51493_x1	a	b	b	a	a	b	a	b	b	b	a	a	a	b	b	b	a	a	a	b	-	-	b	a	a	a	b	b	a	b	a	b	b	b	
46236_x1	a	-	a	a	a	b	a	b	b	a	b	b	a	a	a	b	b	a	b	a	-	-	-	b	a	b	b	a	a	b	-	b	a	b	
53942_x1	a	b	b	b	b	b	a	-	b	a	b	-	b	a	-	b	a	b	b	a	a	a	-	b	b	b	b	a	a	a	a	a	a	a	
18664_x1	b	b	b	a	b	b	b	a	b	b	a	b	b	a	a	-	a	a	b	a	b	b	a	b	a	a	b	a	b	b	b	b	b	b	
58030_x1	b	b	a	b	b	b	-	b	a	a	b	b	a	a	-	b	a	a	a	a	-	a	a	a	a	a	a	a	a	b	a	b	a	b	
37893_x1	a	a	a	a	b	a	a	a	a	b	a	a	a	a	a	a	a	a	a	a	b	a	b	b	b	a	b	b	b	a	-	a	b	b	
60789_x1	b	a	a	b	b	a	-	a	a	b	-	b	a	-	b	-	a	b	a	a	-	b	a	-	a	a	a	a	a	b	-	b	a	b	
78408_x1	-	a	b	b	b	b	-	b	a	a	a	b	b	a	a	a	a	b	-	b	-	-	a	b	b	-	b	b	b	b	b	b	-	a	
66144_x1	b	a	a	b	a	b	a	a	b	b	a	b	-	a	b	a	b	-	-	a	-	b	-	b	a	-	b	a	a	b	a	b	a	a	
53647_x1	b	a	b	b	a	b	a	a	b	b	b	b	a	-	a	a	a	a	b	a	b	b	b	b	b	b	b	b	a	-	a	b	a	a	
55310_x1	a	a	b	a	-	a	b	b	b	a	b	a	a	b	b	a	b	b	a	b	b	-	b	a	b	b	a	a	b	a	a	b	b	a	
54750_x1	-	a	-	a	b	a	-	-	b	a	b	a	b	b	b	a	b	a	b	b	-	b	-	-	-	a	a	b	b	a	b	b	a	a	
53940_x1	b	b	b	a	a	a	b	a	a	a	a	-	a	b	-	a	a	b	b	b	a	-	b	a	a	b	b	a	a	b	a	b	b	b	
45908_x1	a	a	a	b	b	a	-	b	a	a	b	b	b	a	b	a	b	a	a	a	b	b	b	-	b	a	a	b	b	-	b	a	a	a	
45186_x1	b	b	a	b	a	a	-	-	a	-	-	a	b	a	b	a	a	-	a	a	b	b	a	a	-	b	a	a	b	b	a	a	b	a	
29243_x1	-	-	b	b	a	a	-	-	b	b	-	-	a	-	b	-	b	b	a	b	b	a	a	a	a	a	a	b	b	b	b	b	b	a	
52698_x1	a	a	b	-	b	b	b	a	a	b	b	b	a	b	b	-	b	b	b	a	b	b	b	b	b	b	a	b	a	b	a	b	b	a	
45932_x1	b	b	b	b	b	b	a	b	b	b	a	b	-	a	b	-	b	b	a	a	-	b	a	a	a	a	b	a	a	-	-	a	a	b	
38903_x1	-	a	b	a	a	a	a	a	-	-	a	b	a	-	a	a	-	a	a	b	b	a	a	b	b	a	b	b	a	b	a	b	b	a	
27928_x1	a	b	a	a	a	b	a	-	a	b	a	-	a	b	a	-	b	b	b	b	a	a	b	b	a	b	b	a	b	a	b	b	b	b	
6950_x1	a	a	a	b	a	a	b	-	a	a	a	-	b	b	a	-	a	a	b	b	a	b	b	-	-	a	b	b	b	a	a	a	a	b	
18059_x1	-	b	b	-	-	b	b	-	b	a	a	-	a	a	b	b	b	a	a	a	b	b	a	a	a	a	b	a	a	b	b	a	a	a	
46181_x1	a	b	b	b	b	b	-	-	b	a	-	-	a	a	b	a	a	a	a	b	a	b	a	-	a	a	a	b	a	a	a	b	-	a	
59103_x1	a	a	a	a	a	b	a	a	-	a	-	-	a	b	-	b	a	a	a	b	b	b	b	a	a	a	b	b	a	b	a	b	b	b	
52543_x1	a	b	a	a	b	a	b	a	a	a	-	a	-	b	a	a	a	b	b	a	a	-	a	a	b	b	a	b	a	a	b	a	b	b	
65551_x1	b	a	b	a	b	-	b	b	b	a	b	a	b	-	a	a	b	a	b	b	b	b	-	-	-	b	b	a	a	a	a	a	a	b	
14799_x2	b	a	a	a	b	a	-	b	a	b	b	b	a	b	-	b	a	b	a	b	a	a	a	b	b	a	a	a	b	a	a	a	b	b	
14799_x1	a	a	b	a	a	a	-	a	a	b	a	a	b	b	-	a	b	b	b	b	a	b	b	b	b	b	b	b	b	a	b	a	b	a	
6800_x1	a	b	b	b	a	b	a	a	a	-	a	a	a	a	a	b	-	b	-	b	b	-	a	b	b	a	b	b	b	b	b	a	a	b	
15710_x1	-	a	b	b	a	a	-	b	b	b	a	b	-	b	b	b	b	a	b	a	-	b	a	a	b	a	a	b	a	b	a	a	a	a	
43283_x1	a	a	b	b	a	b	b	-	-	a	a	a	a	a	a	b	b	b	a	b	b	a	a	-	a	b	b	b	a	a	a	a	a	b	
8895_x1	b	a	a	-	b	a	a	b	b	a	b	b	-	a	-	a	a	a	b	a	b	a	-	b	a	b	a	a	a	a	b	a	b	a	
59008_x1	a	a	a	-	b	b	b	a	a	b	b	b	a	b	b	a	b	b	b	a	b	b	b	b	a	b	a	b	a	b	a	b	b	a	
1110_x1	a	a	a	a	b	a	b	-	b	a	a	a	b	b	b	a	b	a	b	b	a	b	a	a	b	b	a	a	b	a	b	b	a	a	
32769_x1	b	b	b	b	a	b	a	-	a	b	a	b	a	-	a	b	-	b	a	-	b	-	b	b	a	b	b	a	a	b	a	a	-	b	
22383_x1	b	b	a	a	b	a	b	a	a	b	a	a	b	b	a	-	a	a	b	b	a	a	b	b	-	b	b	b	a	a	b	a	a	b	
80064_x1	-	a	a	b	b	a	a	b	a	b	b	a	a	a	a	b	b	b	a	b	a	a	-	-	b	b	a	a	a	a	-	b	a	b	
8155_x1	b	a	b	a	a	a	a	a	b	b	a	b	a	a	b	-	a	b	b	b	-	b	b	b	b	b	b	b	b	b	a	a	a	b	
36017_x1	-	-	b	b	a	b	b	b	b	b	a	b	b	b	b	-	-	a	b	a	b	b	a	a	b	-	a	b	a	b	-	a	a	b	
29599_x1	a	a	b	a	b	a	a	a	b	b	a	-	a	-	a	a	a	a	a	-	b	a	a	b	b	a	b	-	a	-	a	b	-	a	
74918_x1	b	a	b	b	a	a	a	b	b	b	b	b	a	a	a	a	a	a	b	b	b	-	-	-	b	-	a	a	b	b	b	a	a	a	
57836_x1	a	a	a	a	a	a	a	b	b	a	a	-	a	b	a	a	a	b	b	a	a	a	a	a	b	a	a	b	a	a	b	a	a	a	
54557_x1	a	a	a	a	b	a	-	-	a	b	b	a	b	b	b	a	a	b	a	b	a	b	b	b	b	b	a	a	b	a	a	a	a	a	
57945_x1	-	b	a	a	a	a	-	b	b	a	b	-	a	-	a	a	a	b	a	a	b	a	a	a	b	b	a	b	b	b	a	a	a	a	
66439_x1	b	a	a	a	b	a	-	b	b	a	b	-	b	b	b	a	a	a	b	a	-	a	b	-	a	b	a	a	a	a	a	b	b	a	
27938_x1	b	b	a	a	a	b	a	b	b	a	b	b	a	a	a	b	b	-	b	a	a	a	b	b	a	b	b	a	a	b	-	b	a	b	
6073_x1	a	b	a	-	a	b	-	-	a	a	b	a	a	b	a	a	b	b	a	b	-	b	-	b	-	a	a	b	b	b	a	b	-	b	
2126_x1	-	-	a	b	a	b	b	b	a	a	b	a	a	b	b	-	-	a	b	a	a	-	a	a	b	b	a	a	a	b	b	b	b	b	
53818_x1	-	a	a	a	a	b	a	a	a	b	-	b	b	a	b	a	a	b	b	a	-	a	a	-	a	b	a	a	b	b	b	-	a	b	
78815_x1	a	-	a	a	b	a	-	b	a	b	b	a	-	-	b	a	a	b	a	b	a	b	b	b	-	b	a	-	b	a	a	a	a	a	
41902_x1	a	a	a	a	b	a	b	b	a	b	b	a	b	a	a	b	a	a	b	a	-	-	b	a	a	b	b	b	a	a	a	a	a	b	
66312_x1	a	b	a	-	b	a	b	a	b	b	b	b	b	-	-	a	a	b	a	b	a	a	b	a	b	a	a	b	a	b	b	b	a	b	
51285_x1	b	a	b	b	b	a	b	a	-	b	a	b	-	a	b	b	a	-	b	-	a	a	a	a	b	b	b	a	a	a	b	a	b	a	
35508_x1	b	b	a	a	b	a	a	a	b	a	b	a	a	a	b	a	b	a	a	a	a	b	-	b	b	a	a	a	a	b	a	a	b	a	
60844_x1	b	b	b	a	a	b	a	-	a	a	-	b	b	b	-	-	a	b	b	a	a	a	b	b	a	-	b	b	a	b	-	b	b	a	
47505_x1	b	-	-	b	a	b	a	a	b	b	b	b	b	-	a	a	b	-	a	a	b	b	b	b	a	a	b	a	a	b	a	b	a	a	
3714_x1	a	a	b	a	a	a	-	b	a	b	b	b	a	a	b	-	a	a	a	b	a	-	b	a	b	a	b	b	a	a	a	a	a	a	
7357_x1	a	b	a	b	b	a	a	b	b	b	a	b	a	b	b	a	a	a	b	b	b	a	a	a	a	b	b	a	b	b	b	b	a	a	
6323_x1	a	b	-	a	b	a	-	a	b	b	b	b	b	b	a	a	a	b	a	b	a	-	b	-	-	a	a	b	a	b	b	b	a	b	
4154_x1	a	a	b	a	b	b	a	b	b	b	b	b	a	a	b	b	b	b	a	a	a	a	a	b	a	b	a	b	a	b	b	b	a	a	
124_x1	b	a	a	a	b	a	b	b	-	a	b	-	b	b	b	a	a	a	b	a	a	a	b	a	a	b	a	a	a	a	a	b	b	a	
1060_x1	b	a	b	b	a	b	b	b	b	a	b	-	b	a	b	a	b	b	b	-	a	b	a	-	a	b	a	a	a	a	a	b	a	a	
8708_x1	b	b	b	-	a	b	b	a	b	b	a	b	b	b	a	a	b	a	b	b	-	-	a	a	b	b	a	b	a	a	b	b	a	b	
209_x1	a	b	b	b	b	-	b	-	b	-	b	-	a	-	a	b	a	a	-	b	-	-	a	b	a	a	b	b	a	b	a	b	b	a	
7043_x1	-	a	-	a	b	a	b	b	b	-	b	a	a	b	a	a	b	a	a	a	-	a	a	a	a	a	a	b	a	a	b	a	a	a	
59927_x1	a	a	b	a	a	a	-	b	a	a	b	b	b	a	b	b	-	a	-	a	a	-	-	a	a	a	b	b	a	a	-	b	b	a	
9917_x1	a	a	-	a	a	a	a	a	a	a	a	-	a	-	a	b	b	a	b	a	a	a	a	b	a	a	a	a	a	a	-	b	a	b	
63616_x1	a	b	a	a	-	b	-	-	a	a	a	b	-	-	a	b	b	b	a	a	a	b	-	b	a	b	b	b	b	a	-	a	-	b	
50301_x1	-	a	a	b	a	b	a	-	b	a	b	-	a	a	a	-	a	b	b	-	b	-	a	b	a	b	b	b	a	-	a	a	-	b	
57765_x1	a	a	a	a	a	a	a	b	a	a	b	a	b	a	b	a	a	-	a	-	b	a	b	a	a	b	b	b	a	-	a	a	b	b	
57865_x1	a	a	-	b	a	a	a	b	b	b	-	b	-	b	b	b	a	b	-	b	a	a	b	-	a	-	b	b	b	b	b	-	a	a	
11253_x1	a	a	b	a	a	a	a	-	b	b	a	b	a	b	a	a	a	a	a	b	b	a	-	b	b	a	b	b	a	b	a	b	b	a	
1259_x1	b	b	b	a	a	a	b	-	a	b	b	b	a	a	b	a	a	a	a	a	a	b	b	b	b	a	b	b	a	a	a	a	b	b	
10203_x1	-	b	a	a	a	a	a	b	b	a	a	b	b	b	a	a	b	a	b	a	-	a	a	b	a	b	b	b	b	a	b	a	a	-	
73899_x1	a	b	a	-	b	a	a	a	b	b	b	b	b	b	a	a	a	b	a	b	a	b	b	b	b	a	a	b	a	b	b	a	-	a	
52051_x1	a	b	a	b	a	a	-	a	a	b	a	-	a	a	b	b	a	-	a	-	-	-	-	-	a	b	a	b	b	b	b	a	a	a	
76915_x1	b	b	b	-	a	b	a	-	b	b	a	a	a	b	a	b	a	a	b	b	-	-	-	-	a	a	b	a	a	b	a	-	-	b	
65644_x1	b	a	a	b	b	b	a	a	a	b	b	a	a	a	a	b	a	b	a	a	b	-	b	a	a	a	a	a	a	b	a	-	a	b	
54545_x1	-	a	b	b	b	a	-	b	a	a	b	b	b	b	a	a	b	b	a	b	-	b	b	a	b	b	a	a	a	b	a	a	b	b	
68975_x1	a	b	b	a	a	b	a	b	b	a	b	a	b	-	a	a	b	a	b	b	a	a	b	a	b	b	b	b	b	a	b	a	b	a	
84676_x1	a	b	a	a	b	a	a	-	a	b	a	a	-	-	a	b	a	a	a	a	b	-	b	b	b	a	b	b	b	-	-	a	-	b	
18752_x1	a	a	b	b	a	b	b	-	b	a	a	a	a	-	a	b	b	a	a	a	-	-	b	a	a	b	b	b	a	a	-	b	b	b	
32692_x1	a	a	a	a	b	b	b	a	a	b	b	b	a	a	b	a	-	b	b	a	b	b	b	-	-	b	a	b	a	a	-	b	b	a	
14556_x1	b	b	a	b	b	b	-	b	a	a	b	b	a	a	b	b	a	a	a	a	b	a	-	a	a	a	a	a	a	b	a	b	-	b	
12300_x1	a	b	a	b	a	-	a	a	a	b	-	a	a	a	b	b	a	-	a	a	b	a	a	a	a	b	a	b	b	b	b	a	a	a	
Oke_TCTA-99_x1	b	b	b	a	b	a	a	a	b	b	b	b	a	a	b	a	a	b	b	b	b	b	b	b	b	b	a	a	b	b	a	a	a	-	
10136_x1	b	a	b	a	b	b	b	a	a	b	-	a	b	a	b	-	a	b	a	a	b	b	a	-	a	a	b	a	a	b	a	b	a	b	
25478_x1	a	a	a	b	a	b	a	a	a	b	a	b	a	b	b	a	a	a	b	b	-	a	a	b	a	b	a	b	a	-	b	b	-	a	
6208_x1	a	a	a	a	b	b	b	a	a	a	b	a	b	a	b	a	a	b	-	-	-	a	a	b	b	a	b	b	a	b	-	a	a	b	
1681_x1	a	-	b	b	a	a	a	a	a	b	a	b	b	a	b	a	a	a	b	a	b	a	b	b	a	a	b	a	a	b	a	b	-	a	
44945_x1	b	a	a	a	b	b	b	b	a	b	b	-	b	b	b	a	a	a	b	a	-	b	b	a	a	b	-	b	b	b	b	b	b	a	
43668_x1	a	b	-	b	a	a	a	a	a	b	a	a	a	a	b	b	a	-	a	a	b	-	a	a	a	b	a	b	b	b	b	a	a	a	
77259_x1	b	b	b	a	b	a	-	-	b	b	b	b	a	a	b	a	a	b	b	b	b	b	b	b	b	b	a	a	b	b	a	a	a	b	
52000_x1	a	a	a	a	b	a	a	-	a	b	b	-	b	b	-	a	a	b	a	b	a	-	b	b	b	-	a	a	b	a	a	a	a	a	
19198_x1	a	b	b	b	b	a	-	b	b	b	a	b	b	b	b	-	a	a	b	b	b	a	-	a	a	b	b	a	b	a	b	b	a	a	
46272_x1	a	a	b	b	a	b	b	b	b	a	-	b	a	a	a	-	b	a	-	a	-	a	a	-	a	a	b	b	b	b	-	a	b	b	
47938_x1	a	a	b	b	b	a	a	b	a	a	b	-	b	b	a	a	b	b	a	b	b	b	b	a	b	b	a	a	a	b	a	a	b	b	
24948_x1	a	a	a	a	b	a	b	a	b	a	-	a	a	b	a	a	b	b	a	a	b	a	b	a	b	b	a	a	a	b	a	b	b	a	
26258_x1	-	b	a	b	b	b	b	a	b	a	a	a	b	b	a	a	b	b	b	a	b	a	a	b	a	b	a	a	b	b	b	b	b	b	
5100_x1	a	a	b	a	b	a	a	-	b	b	-	a	b	a	b	a	a	b	b	b	-	b	b	b	b	b	b	a	b	a	a	a	a	a	
77111_x1	-	a	a	b	a	a	a	-	b	b	a	-	a	-	a	a	a	a	-	b	b	a	-	-	a	a	a	b	b	b	-	b	a	b	
24888_x1	a	b	b	-	a	b	-	a	a	b	b	-	a	b	a	b	b	-	a	b	-	-	a	-	b	a	b	a	b	b	a	b	a	b	
78474_x1	-	b	b	a	b	a	b	b	a	b	a	b	b	b	-	-	-	a	-	a	-	b	b	-	-	a	a	a	b	a	a	b	b	a	
11281_x1	a	a	a	a	a	b	a	-	a	b	-	b	b	-	a	b	a	-	b	b	-	a	b	-	-	b	b	a	b	b	b	a	a	b	
52296_x1	b	a	b	b	a	b	-	b	a	a	-	-	-	-	-	b	-	a	b	a	b	a	a	a	a	b	b	a	b	a	a	a	b	a	
45866_x1	b	b	-	b	b	b	b	a	b	a	a	b	a	-	b	b	a	a	a	a	b	b	a	a	a	a	b	a	a	-	b	a	a	a	
63374_x1	b	b	b	a	-	b	-	a	b	a	a	b	b	a	b	a	a	a	b	a	b	b	b	b	a	a	b	a	b	b	a	a	b	a	
60682_x1	a	b	a	a	a	b	a	b	b	a	b	-	a	a	a	b	b	a	b	a	a	-	b	b	a	b	b	a	a	b	a	b	a	b	
19095_x1	a	a	b	b	a	b	b	-	b	b	b	b	b	a	-	a	b	a	a	a	a	a	a	a	a	a	b	b	a	a	b	b	-	a	
5691_x1	b	a	a	a	-	a	a	b	a	b	b	b	b	b	a	b	b	b	b	a	b	-	b	-	-	-	b	a	b	-	-	a	a	b	
50006_x1	b	b	b	b	a	a	a	b	b	b	a	b	a	b	a	b	b	a	a	a	b	b	b	a	a	b	a	a	b	a	a	b	b	a	
7598_x1	-	b	a	a	b	a	b	a	b	-	b	b	-	b	a	a	a	b	a	b	a	a	b	a	b	a	a	b	a	b	b	b	a	b	
54235_x1	b	b	a	a	a	a	-	-	b	a	b	-	a	a	a	a	a	b	a	b	b	a	a	a	-	b	b	b	b	a	a	a	-	a	
73987_x1	a	b	-	b	b	b	-	a	b	a	a	a	a	a	b	a	a	a	a	b	-	b	a	-	a	a	a	b	a	a	a	b	b	a	
20157_x1	-	b	-	b	a	b	a	b	a	b	b	b	b	a	b	b	a	a	b	a	-	b	a	b	a	a	b	b	b	-	b	a	a	b	
22200_x1	a	b	a	-	a	a	a	a	a	b	a	a	a	b	a	b	a	a	a	a	b	a	b	b	b	a	b	b	b	b	b	a	b	b	
55172_x1	a	b	a	a	a	a	b	b	b	a	a	b	b	b	b	a	b	a	b	b	a	b	a	b	b	b	b	b	a	a	b	a	-	a	
9840_x1	-	b	a	a	b	b	a	a	a	a	b	a	a	a	a	a	a	-	a	b	a	-	b	b	a	b	b	a	b	a	b	b	b	b	
30673_x1	b	b	-	b	b	b	b	a	b	b	b	b	a	a	a	a	b	b	-	a	a	b	a	-	b	a	a	a	b	a	b	b	a	a	
75729_x1	b	b	b	b	a	b	-	a	a	b	a	b	a	-	a	-	b	b	b	a	-	b	-	b	b	a	b	b	b	-	a	a	-	b	
19901_x1	-	b	a	b	a	a	a	-	a	b	a	a	a	a	b	-	a	b	a	a	-	-	-	a	a	b	a	b	b	b	b	a	a	a	
77924_x1	a	b	b	a	b	a	-	-	b	b	-	b	b	a	a	b	-	b	a	b	b	a	b	b	-	-	-	b	b	a	a	a	a	-	
54555_x1	b	a	a	-	a	b	a	a	a	a	-	-	a	-	a	b	b	b	a	a	a	b	-	b	b	a	a	b	a	a	a	a	b	b	
38083_x1	b	a	b	b	a	b	-	b	a	a	a	a	a	-	b	b	b	a	b	a	b	a	-	a	a	b	b	a	b	a	a	b	b	b	
60427_x1	a	b	b	b	a	b	-	-	b	a	a	a	b	a	b	a	b	a	b	a	b	b	b	a	a	-	b	b	a	b	-	b	a	a	
7377_x1	b	a	b	-	a	b	a	a	b	b	b	b	a	b	a	a	a	a	b	a	-	b	b	b	-	b	b	b	a	b	-	b	a	a	
69324_x2	b	a	b	a	a	a	b	a	b	b	a	-	b	-	a	a	b	-	b	b	a	a	a	a	b	b	a	b	a	a	b	b	a	b	
69324_x1	a	a	a	b	b	a	a	a	a	a	b	-	a	-	b	a	a	-	a	a	a	a	b	b	a	a	b	a	b	b	a	a	b	a	
31905_x1	b	b	a	b	a	b	b	b	a	a	b	a	b	a	b	b	b	b	b	a	a	-	b	a	a	b	a	a	b	a	-	a	a	b	
18101_x1	b	a	b	b	a	a	b	b	b	b	a	b	-	b	b	b	b	a	-	a	b	-	a	a	b	a	a	b	-	b	a	a	-	b	
64350_x1	-	a	a	a	a	a	a	b	a	b	a	-	b	b	a	b	b	b	b	a	b	a	b	-	b	b	b	a	b	b	b	a	a	b	
50592_x1	a	-	a	a	-	a	b	a	b	a	-	-	a	-	b	-	b	b	a	b	b	b	b	-	b	b	a	a	b	a	a	b	b	a	
16825_x1	-	a	b	b	a	b	a	b	a	a	a	-	a	a	b	b	b	a	b	-	-	-	-	b	a	b	b	a	b	a	a	a	-	a	
47850_x1	b	a	a	b	a	b	a	a	b	b	-	b	-	a	b	a	a	a	b	b	a	-	-	-	a	b	a	b	a	-	a	a	b	b	
10834_x1	a	b	a	a	b	a	b	a	a	a	a	a	a	-	a	b	b	a	b	a	a	a	a	-	a	a	a	a	a	a	b	b	a	b	
4977_x1	-	a	a	a	b	a	-	a	b	a	-	-	b	a	-	b	a	a	a	b	a	a	b	a	a	b	a	b	a	b	b	b	-	a	
74522_x1	b	a	a	a	a	b	a	a	a	a	a	-	b	b	b	a	b	-	a	a	a	a	b	-	b	b	a	b	b	a	a	a	a	b	
47035_x1	b	b	b	b	b	b	b	-	b	a	a	-	a	-	b	b	b	a	-	a	b	b	a	a	a	a	b	a	a	b	b	a	a	a	
8653_x1	b	a	a	b	b	-	a	b	a	b	-	b	a	-	a	a	b	a	a	a	b	b	b	a	b	a	a	b	b	-	-	b	a	b	
60362_x1	a	a	a	a	a	a	a	b	-	b	a	-	b	-	a	a	b	-	a	a	-	a	b	-	a	a	a	a	a	b	a	a	a	b	
42887_x1	a	a	-	a	b	a	a	b	-	a	b	b	b	a	b	-	b	a	a	a	b	b	b	b	b	a	-	b	b	a	b	a	a	a	
735_x1	b	b	b	b	b	b	b	a	b	b	a	a	-	b	a	b	b	a	b	a	a	b	a	b	b	b	a	b	b	b	-	b	a	b	
9058_x1	a	b	-	a	a	a	a	a	a	b	a	a	a	b	a	b	a	a	a	a	-	a	b	-	b	a	b	b	b	b	b	a	b	b	
56276_x1	a	a	a	a	b	-	b	-	b	b	b	a	a	b	a	a	a	a	a	b	b	a	a	a	a	a	a	b	a	a	b	a	a	a	
45764_x1	a	b	a	a	a	b	b	-	-	a	b	-	a	a	a	b	b	-	-	a	b	a	-	-	a	a	b	b	b	b	a	-	b	b	
47033_x1	a	a	b	a	b	b	a	b	b	b	a	b	a	b	a	b	b	b	b	b	b	a	b	b	b	a	b	b	a	a	b	b	a	b	
38331_x1	b	b	b	b	a	b	b	b	a	b	a	b	a	b	a	a	b	b	b	a	-	b	a	-	b	a	b	a	b	a	a	a	b	b	
11746_x1	a	a	-	a	b	b	b	-	b	b	b	a	a	-	a	a	b	a	a	a	b	a	a	a	a	a	a	b	a	b	-	a	a	a	
68735_x1	b	a	a	b	a	b	a	a	b	b	a	b	a	-	b	a	a	a	b	b	a	a	-	b	a	b	a	b	a	b	-	a	b	b	
48655_x1	b	a	b	b	a	-	b	b	a	a	a	-	a	-	b	b	b	a	b	a	b	-	a	a	a	b	b	a	b	a	-	b	b	b	
28303_x1	a	b	a	a	a	a	a	b	b	a	b	-	a	-	a	a	-	a	b	b	-	a	-	a	b	b	a	b	b	a	b	a	b	a	
27500_x1	a	a	a	a	b	b	a	a	a	b	a	a	a	a	a	b	b	b	b	b	-	-	b	b	b	a	a	a	a	b	a	a	-	a	
55500_x1	-	a	a	a	b	a	a	b	b	a	a	b	b	-	b	-	-	-	b	a	-	a	-	b	a	b	a	b	a	a	b	-	b	a	
83976_x1	b	b	b	a	a	b	-	a	b	a	a	a	-	b	-	b	a	b	b	b	a	a	a	-	a	b	b	a	a	b	a	-	b	b	
8966_x2	a	a	b	a	a	b	a	-	b	a	a	a	a	b	b	b	a	a	a	b	-	b	b	a	a	a	b	b	a	b	a	b	b	b	
50719_x1	b	-	b	a	-	b	-	-	a	b	a	a	b	a	-	b	a	b	a	a	b	b	a	b	a	a	b	a	b	b	b	b	a	b	
43857_x1	-	a	b	b	a	b	-	b	b	a	b	b	a	a	a	a	b	a	a	a	b	a	a	a	a	a	b	b	b	b	-	a	b	b	
35491_x1	a	-	a	b	a	a	a	b	a	b	b	a	a	b	-	b	b	b	a	b	a	a	a	-	b	b	a	b	a	a	b	b	a	b	
73764_x1	a	a	-	a	-	a	-	a	b	b	a	b	a	b	a	a	a	a	a	b	-	a	a	-	b	a	b	b	a	-	a	b	-	a	
75696_x1	b	a	a	b	a	a	a	a	a	a	a	-	b	a	-	b	a	-	b	a	a	b	b	-	b	b	b	a	b	a	a	b	b	b	
72590_x1	a	b	b	b	a	b	-	a	b	a	b	b	b	b	b	a	b	b	a	b	b	a	-	b	b	b	a	b	b	b	b	b	a	a	
