population_type DH
population_name CMUW10X_0009
distance_function kosambi
cut_off_p_value .0001
no_map_dist 15.0
no_map_size 2
missing_threshold .25
estimation_before_clustering yes
detect_bad_data yes
objective_function ML
number_of_loci 5774
number_of_individual 31

locus_name	CMUW10X09H_0009	CMUW10X09H_0014	CMUW10X09H_0021	CMUW10X09H_0023	CMUW10X09H_0028	CMUW10X09H_0030	CMUW10X09H_0031	CMUW10X09H_0034	CMUW10X09H_0035	CMUW10X09H_0036	CMUW10X09H_0037	CMUW10X09H_0038	CMUW10X09H_0039	CMUW10X09H_0043	CMUW10X09H_0044	CMUW10X09H_0045	CMUW10X09H_0049	CMUW10X09H_0058	CMUW10X09H_0059	CMUW10X09H_0060	CMUW10X09H_0062	CMUW10X09H_0067	CMUW10X09H_0068	CMUW10X09H_0069	CMUW10X09H_0073	CMUW10X09H_0076	CMUW10X09H_0077	CMUW10X09H_0081	CMUW10X09H_0083	CMUW10X09H_0084	CMUW10X09H_0093	
71437_x1	a	a	a	b	a	a	b	b	a	-	b	a	-	b	a	-	b	b	a	a	b	a	a	a	b	b	b	b	a	a	a	
7616_x1	a	a	b	a	a	a	a	b	a	-	b	-	a	b	b	a	b	a	b	-	a	a	b	a	a	a	a	b	b	a	a	
51493_x1	b	a	a	a	a	a	-	b	a	a	a	a	a	b	a	-	b	a	b	a	-	a	b	a	a	a	a	a	a	a	b	
4637_x1	a	a	b	b	b	b	b	a	b	-	a	b	a	a	b	b	b	a	b	b	a	b	b	b	a	-	a	a	b	b	b	
55640_x1	-	a	a	a	a	a	b	b	b	-	a	b	a	-	b	b	a	a	b	a	a	b	a	a	a	b	a	a	a	-	b	
68786_x1	b	b	b	a	b	a	a	a	b	a	-	a	a	a	a	-	b	b	a	b	a	b	a	-	a	b	b	a	b	b	b	
58030_x1	a	b	a	a	b	a	a	b	a	b	b	a	b	b	-	a	a	b	b	a	b	a	b	a	b	a	b	b	a	a	b	
37893_x1	a	a	b	a	-	b	-	b	b	-	-	b	a	a	a	b	b	b	a	a	b	a	a	b	a	a	a	a	b	b	a	
62824_x1	-	a	b	a	a	-	b	b	b	-	b	b	b	a	b	b	b	b	b	a	a	b	a	b	b	a	a	b	a	b	a	
40791_x1	b	a	b	-	a	a	b	a	b	-	b	a	a	b	-	-	a	a	a	a	b	b	b	a	a	b	a	a	b	a	a	
55310_x1	a	a	a	b	a	b	b	b	a	a	-	-	-	-	-	a	b	b	a	a	b	a	b	b	b	b	b	b	a	b	b	
44514_x1	a	b	a	b	a	b	a	b	-	b	-	b	b	b	a	a	a	a	b	a	b	b	b	a	b	a	b	b	a	a	b	
65086_x1	b	b	a	b	a	b	-	b	a	b	b	b	b	a	a	b	a	a	b	a	a	a	a	a	b	b	a	b	b	b	a	
29715_x1	a	a	b	b	b	a	a	a	-	-	a	-	a	a	a	a	a	b	b	b	a	a	a	a	a	b	a	a	a	b	b	
65329_x1	a	b	b	b	b	a	-	b	a	-	b	-	a	b	b	b	a	b	b	-	-	a	b	-	b	b	b	a	a	a	a	
6950_x1	-	a	b	a	b	a	b	a	b	a	-	a	-	a	b	b	b	b	a	b	a	a	a	-	b	b	-	a	b	b	a	
46181_x1	b	b	a	-	a	a	a	a	a	b	a	-	b	b	b	a	a	a	b	a	a	b	b	a	b	b	b	b	a	a	b	
2120_x1	b	a	a	-	a	b	a	a	a	b	a	a	b	a	a	a	a	a	a	b	a	b	a	b	a	a	-	b	b	a	b	
17411_x1	a	b	b	a	a	b	a	b	a	b	a	b	b	b	a	a	b	b	b	b	a	a	b	b	a	a	b	b	a	b	a	
58034_x1	a	a	a	b	a	b	-	a	a	-	b	a	a	a	a	-	a	a	a	b	a	a	a	a	b	a	a	a	b	a	b	
20766_x1	b	b	b	b	a	a	b	-	b	a	b	b	b	b	a	a	b	a	b	a	a	b	-	b	a	a	b	b	a	a	b	
65551_x1	b	a	a	a	a	b	b	a	a	-	a	a	b	b	a	a	b	b	b	a	b	a	a	b	a	b	a	b	b	b	b	
46433_x1	b	-	b	a	a	b	b	b	b	a	-	a	a	b	a	-	b	a	b	b	b	b	b	b	b	a	a	b	b	b	b	
5166_x1	b	a	a	b	a	a	b	b	-	a	-	b	a	b	b	b	a	b	-	a	a	b	b	-	b	b	a	a	b	a	b	
60417_x1	b	b	a	b	b	b	a	b	-	b	a	b	b	b	a	b	b	-	b	a	-	a	a	a	b	a	b	a	b	b	a	
1161_x1	a	a	a	b	a	b	b	b	a	-	b	-	b	b	a	-	b	b	a	a	b	a	b	b	b	b	-	b	a	a	b	
9789_x1	b	b	a	b	b	b	-	b	b	a	-	b	b	b	b	b	a	b	-	-	a	-	b	b	b	b	-	b	a	b	a	
69257_x1	-	b	a	b	b	a	b	b	-	b	a	-	a	b	b	a	b	b	-	b	-	b	a	b	b	b	a	b	b	a	b	
36516_x1	a	b	a	a	a	b	b	a	a	b	-	a	a	b	a	a	a	b	a	b	a	b	a	a	a	b	b	a	a	b	b	
11441_x1	b	b	b	b	a	a	b	b	a	a	a	-	b	b	b	-	a	b	b	-	b	a	a	b	b	b	-	a	b	-	b	
670_x1	b	a	b	a	b	a	a	b	a	b	-	b	a	a	b	-	b	a	b	b	-	a	-	a	-	a	-	b	-	a	a	
61349_x1	b	a	a	a	a	-	a	a	b	b	a	b	b	a	-	a	b	a	a	a	a	-	a	a	a	a	a	b	b	b	b	
6800_x1	a	b	b	b	-	a	b	b	-	b	b	-	-	b	a	a	b	b	a	a	b	a	a	a	b	a	-	a	a	b	a	
19498_x1	b	b	a	a	b	a	b	b	b	b	b	b	b	b	a	a	a	a	b	b	b	b	a	b	b	a	b	a	b	a	b	
6189_x1	b	b	b	b	a	a	-	-	a	-	a	a	a	a	a	b	-	b	a	a	a	b	b	-	b	b	b	a	a	a	b	
59293_x1	b	a	b	a	a	b	a	a	a	a	a	-	b	a	a	b	a	a	b	a	b	b	b	a	a	a	b	b	a	b	a	
41381_x1	a	b	b	b	a	b	b	b	b	a	b	b	a	a	b	b	a	b	b	b	b	b	a	a	a	b	a	b	b	a	a	
32769_x1	a	a	b	b	b	a	b	a	-	a	a	a	-	a	a	b	a	b	b	a	a	a	b	a	b	b	a	a	a	b	b	
26289_x1	b	a	a	b	a	-	a	a	a	a	a	-	b	b	a	b	a	a	-	a	a	b	a	b	b	a	b	a	b	b	b	
22383_x1	b	b	a	b	a	a	a	b	a	-	b	b	b	b	a	a	b	a	b	-	b	a	a	b	a	a	b	b	a	a	b	
24589_x1	a	a	b	a	b	b	a	a	a	a	b	a	b	a	a	b	b	b	b	b	b	b	a	a	b	a	a	b	b	b	b	
36017_x1	a	a	b	-	b	a	-	a	-	-	a	b	a	a	a	a	b	a	a	a	b	b	b	b	b	b	-	b	a	a	b	
27300_x1	a	a	b	a	b	a	b	a	-	-	a	b	a	a	a	a	b	a	a	a	b	b	b	b	b	b	b	b	a	a	b	
28078_x1	a	a	a	a	a	a	-	b	a	b	-	b	a	a	b	a	b	a	b	a	a	-	b	a	b	b	-	b	a	b	a	
19996_x1	a	b	b	b	a	b	b	b	b	-	b	-	a	a	b	b	a	b	b	b	b	b	a	a	a	b	-	b	b	a	a	
2520_x1	a	a	b	b	a	b	a	a	-	-	a	-	a	a	b	b	b	a	a	b	a	b	a	-	b	a	b	a	a	a	b	
57836_x1	a	b	b	a	a	a	b	b	b	a	a	a	a	a	a	a	b	a	a	a	a	a	b	a	b	a	a	a	b	b	b	
54557_x1	b	a	a	b	a	b	-	a	a	b	a	a	a	b	b	a	a	b	b	b	b	b	a	a	a	b	b	a	b	a	a	
13671_x1	b	b	a	a	b	a	b	b	b	b	a	a	b	b	b	a	a	a	a	a	a	a	b	a	a	b	a	b	a	a	b	
6073_x1	a	a	a	b	a	a	a	a	a	a	b	a	b	a	a	a	a	a	b	b	-	b	a	b	b	a	a	a	a	b	a	
2126_x1	a	b	b	a	b	b	a	b	a	b	a	a	b	b	a	a	b	b	b	b	a	a	b	b	a	a	-	b	a	b	a	
40944_x1	a	b	b	b	b	a	b	b	a	a	b	-	a	b	-	b	a	b	b	b	-	a	b	b	b	b	b	a	a	a	a	
53818_x1	b	a	a	b	a	b	b	a	-	a	b	a	b	b	a	a	b	b	a	b	a	-	a	b	a	b	-	a	b	a	b	
4548_x1	a	a	b	a	-	b	a	a	a	a	b	-	-	a	a	-	a	a	a	b	a	b	a	-	a	b	a	a	b	b	a	
66312_x1	a	b	a	b	-	b	a	a	b	b	a	-	a	b	a	b	b	b	b	a	b	a	b	b	a	a	b	b	b	b	b	
51285_x1	b	b	b	a	b	b	b	b	b	b	b	-	a	a	b	b	b	b	a	a	b	a	b	a	a	b	b	b	b	a	b	
34956_x1	a	a	b	a	b	a	b	a	a	b	b	a	-	-	a	a	a	b	a	b	a	b	a	a	b	a	b	b	b	a	b	
63928_x1	b	a	b	a	b	b	b	b	b	-	b	-	b	b	b	a	a	a	a	a	a	a	a	a	b	a	a	b	a	a	a	
37928_x1	a	b	b	a	b	b	b	a	a	a	b	-	a	a	a	b	b	b	b	a	b	b	a	a	b	-	a	b	b	a	b	
16217_x1	b	b	a	b	b	b	b	a	b	-	a	-	a	b	a	b	b	b	b	a	b	a	b	b	a	a	b	b	b	b	b	
23143_x1	b	a	a	a	a	-	a	a	b	b	a	b	b	a	a	a	b	a	a	a	a	b	a	a	a	a	a	b	b	b	b	
87976_x1	a	a	a	a	b	a	-	a	a	a	a	-	-	a	a	a	b	a	-	a	b	a	b	b	a	b	-	b	b	b	b	
71703_x1	b	b	a	b	a	-	a	b	a	-	-	-	b	-	a	b	a	a	b	a	a	a	a	a	b	b	a	b	b	b	a	
4154_x1	b	a	b	a	b	-	b	a	-	-	-	-	a	a	b	b	b	b	a	b	a	a	a	b	a	b	a	a	b	b	a	
24796_x1	a	a	b	a	b	a	a	a	b	a	a	b	b	b	a	a	a	a	a	b	a	b	a	a	b	b	a	b	b	b	a	
1060_x1	a	a	b	b	a	b	a	b	a	b	b	b	b	a	b	b	a	-	a	a	b	b	b	a	b	a	a	b	b	b	a	
11251_x1	b	b	a	b	b	-	b	a	b	b	a	-	a	b	b	a	a	b	a	a	b	a	-	a	b	b	b	b	a	a	a	
36011_x1	-	b	b	a	a	b	a	b	a	-	a	b	b	b	a	a	b	b	b	b	a	a	b	b	a	a	b	b	-	b	a	
31140_x1	-	a	a	b	a	a	b	b	b	b	a	a	a	b	b	-	a	a	a	b	b	b	b	-	a	a	b	b	b	a	a	
72272_x1	a	b	a	b	b	a	b	b	b	b	b	b	a	b	b	a	b	b	a	a	a	a	a	b	b	b	a	a	b	a	b	
24798_x1	b	-	b	b	a	a	a	a	a	b	a	a	a	a	a	a	b	b	a	a	b	a	a	b	a	b	b	b	a	b	b	
65642_x1	a	a	b	-	b	-	b	a	b	a	a	a	a	b	b	a	a	b	-	b	b	b	b	-	a	a	-	b	a	a	b	
47228_x1	b	b	b	a	a	a	a	a	a	b	a	b	b	a	-	b	a	a	b	b	a	a	a	b	b	a	b	a	b	b	b	
72078_x1	b	-	a	b	a	a	a	b	b	b	-	b	-	b	b	a	a	a	a	b	a	a	b	b	a	b	b	a	a	b	a	
57765_x1	-	b	b	a	a	a	a	b	-	a	b	a	a	a	a	b	a	a	a	a	b	b	b	b	b	a	-	b	b	a	b	
76201_x1	b	b	a	a	b	-	b	b	-	b	-	a	b	-	b	b	a	a	b	a	b	a	b	b	b	b	-	b	-	a	b	
10203_x1	b	b	a	b	b	a	-	b	b	b	a	-	-	a	b	a	a	b	b	a	a	a	b	a	a	b	-	b	b	a	b	
54936_x1	b	b	a	b	b	b	a	a	a	a	a	b	b	b	b	b	b	a	b	b	b	b	b	b	b	b	a	b	b	b	b	
67952_x1	a	b	a	b	b	b	-	a	a	b	a	a	a	b	a	a	a	a	a	b	b	a	b	a	a	b	b	a	b	a	b	
37926_x1	a	a	a	a	b	b	a	a	b	b	b	-	a	a	a	b	b	a	a	b	a	b	b	a	a	a	a	b	a	a	a	
60363_x1	a	a	b	a	b	b	b	a	-	a	a	a	b	b	b	b	a	b	a	a	b	b	a	b	b	b	b	a	b	b	a	
12302_x1	b	a	a	b	b	-	b	a	a	a	a	a	-	b	a	b	b	b	b	a	a	b	a	a	a	-	b	a	-	b	b	
4707_x1	b	a	a	b	b	-	b	a	-	-	-	a	a	-	b	b	a	a	a	a	b	b	a	a	b	b	a	a	b	a	b	
62407_x1	b	a	b	a	a	a	a	b	a	a	b	-	b	a	b	a	a	a	a	b	a	b	a	a	b	b	a	a	a	a	a	
43405_x1	a	b	-	a	-	a	a	b	b	-	a	b	a	a	b	a	a	a	a	-	b	a	b	-	b	b	a	b	a	a	a	
48128_x1	b	a	a	b	a	b	a	a	a	a	a	a	b	a	a	a	a	a	a	b	a	b	a	b	a	a	a	b	b	a	b	
54870_x1	b	b	b	b	a	a	b	b	a	a	-	b	b	b	b	a	a	b	b	a	b	a	a	b	b	b	b	a	b	b	b	
77427_x1	b	a	a	-	b	b	b	b	a	b	a	a	-	b	b	a	b	b	b	a	a	a	b	b	a	b	a	a	b	a	b	
14464_x1	b	a	b	-	a	a	b	b	b	-	-	-	a	b	-	-	a	b	b	a	b	b	a	b	b	a	a	b	b	b	b	
62647_x1	b	a	a	b	a	b	a	a	b	-	-	b	a	a	-	b	a	b	a	-	b	a	a	a	b	b	a	b	a	a	a	
78836_x1	b	-	a	b	b	b	b	a	-	a	a	a	a	a	a	b	b	b	a	a	b	b	a	-	a	b	a	a	a	b	b	
61671_x1	a	a	a	b	a	b	a	a	a	a	b	b	a	b	a	b	b	b	a	b	b	a	a	a	b	a	a	a	b	b	a	
19899_x1	b	a	a	a	b	a	a	a	a	b	-	a	b	-	a	a	b	-	a	a	a	a	-	b	b	a	b	a	-	b	b	
19614_x1	a	b	b	b	a	b	b	b	b	a	-	b	a	a	b	-	a	b	b	b	b	b	b	a	a	b	a	b	b	a	a	
18752_x1	b	b	a	a	a	a	b	a	b	a	b	-	a	b	b	a	b	b	b	-	b	b	b	a	b	a	a	b	b	a	b	
46368_x1	b	a	a	a	a	b	a	b	a	-	b	a	b	b	b	b	b	a	a	b	a	a	a	a	a	a	b	a	b	b	a	
12300_x1	a	b	a	b	b	b	-	-	a	a	a	-	b	a	a	b	b	a	-	b	a	a	b	a	a	b	b	a	a	a	a	
46038_x1	a	a	a	a	b	a	b	b	a	a	a	a	a	a	a	-	b	a	a	a	b	a	b	a	a	a	a	a	a	a	a	
Oke_TCTA-99_x1	b	b	b	a	a	a	a	a	a	b	a	b	b	a	a	b	a	a	b	b	a	a	b	b	a	a	b	a	b	b	b	
60413_x1	-	b	a	b	b	b	a	a	b	-	a	b	a	b	a	b	b	b	b	a	b	a	b	b	a	a	b	b	b	b	b	
25478_x1	b	b	b	a	b	b	-	a	a	a	b	b	b	a	a	a	b	b	b	a	a	a	a	b	b	b	a	a	a	b	b	
67817_x1	b	b	b	b	a	a	a	a	a	-	b	b	a	a	b	-	b	a	b	a	b	a	b	b	b	b	-	b	a	b	a	
57608_x1	a	a	b	a	a	a	b	a	b	-	b	a	-	a	a	a	a	a	a	b	a	b	a	b	a	b	a	b	a	b	b	
77515_x1	a	a	a	a	a	a	b	a	a	a	a	a	b	a	b	-	b	a	b	b	a	b	a	a	a	a	a	a	a	a	b	
3990_x1	b	b	a	b	a	a	-	b	a	b	-	b	b	b	-	-	b	a	b	b	b	a	a	b	a	a	b	b	a	a	b	
44945_x1	b	a	a	a	b	-	a	b	a	a	b	b	b	a	-	a	a	a	a	a	a	-	b	b	a	b	-	a	b	a	a	
11885_x1	a	a	a	b	-	a	a	a	b	-	a	a	a	b	b	-	a	a	a	a	b	a	b	b	a	a	a	b	a	a	a	
42121_x1	b	b	b	a	a	b	a	b	-	b	b	b	a	a	b	-	a	b	b	a	a	a	b	a	b	a	b	b	a	b	a	
52000_x1	a	b	b	-	b	a	a	b	b	-	b	b	b	a	a	-	b	a	a	-	a	a	b	-	b	a	a	b	a	b	b	
74740_x1	b	a	a	a	a	a	b	b	b	-	a	-	-	a	b	b	a	a	b	b	a	b	a	-	a	b	a	a	a	b	b	
19198_x1	b	b	b	a	b	b	b	b	b	b	a	a	b	b	b	b	b	b	a	a	b	b	b	a	a	-	b	b	b	b	b	
47938_x1	a	b	b	b	a	a	a	b	a	-	a	b	a	b	b	a	a	a	b	a	b	b	b	b	b	b	a	b	a	a	a	
70558_x1	a	a	a	b	-	-	a	a	a	-	b	b	a	b	a	b	b	b	b	b	-	-	b	a	b	b	a	a	b	b	a	
32831_x1	b	b	b	a	b	a	b	a	b	-	a	a	b	a	a	a	a	a	a	a	a	-	a	b	a	a	b	b	a	a	b	
61456_x1	a	b	b	b	-	-	b	b	a	a	b	a	a	b	b	b	a	b	b	b	b	a	b	-	b	b	b	a	-	a	a	
22107_x1	a	a	b	a	b	b	b	a	b	-	a	a	a	b	b	a	a	b	a	b	b	b	b	b	a	a	b	b	a	a	b	
35671_x1	b	a	b	a	b	b	b	b	-	-	b	-	b	b	b	a	a	a	a	a	b	a	a	a	b	a	a	b	a	a	a	
66493_x1	a	a	b	a	b	a	b	a	b	a	a	b	a	b	-	a	b	b	b	b	a	b	a	b	a	a	a	a	a	b	b	
34036_x1	a	a	a	b	a	a	a	a	a	a	b	-	b	a	a	a	a	a	b	b	a	b	a	b	b	a	a	a	a	a	a	
78474_x1	b	b	b	a	b	a	-	-	b	a	b	-	b	b	b	b	a	b	b	-	b	a	b	a	b	b	-	b	a	b	a	
65646_x1	b	b	a	a	b	b	b	b	a	b	a	a	b	b	b	b	b	b	a	a	a	b	b	a	a	b	b	b	b	a	b	
48344_x1	-	a	b	b	b	b	-	a	a	a	a	a	-	b	a	a	a	b	a	a	b	b	b	a	b	a	b	b	a	b	a	
68488_x1	a	b	a	a	b	-	a	b	-	b	a	b	a	a	-	-	a	a	a	a	b	b	b	b	a	b	a	b	b	a	a	
52296_x1	a	b	-	b	-	b	b	a	-	b	a	b	a	b	a	b	b	b	b	a	b	a	b	-	a	a	b	b	b	b	b	
45866_x1	a	a	b	a	b	-	b	a	a	a	b	a	a	a	a	b	b	b	b	a	b	b	a	a	b	a	a	b	b	a	b	
58868_x1	b	a	b	b	b	-	b	b	a	b	a	b	a	b	b	b	b	b	a	b	a	b	b	b	b	a	b	b	b	b	b	
63374_x1	a	b	b	a	b	a	-	b	a	a	a	a	b	b	b	a	b	a	b	b	a	b	b	b	a	a	b	a	b	b	b	
21397_x1	a	a	a	a	a	b	a	a	b	b	-	a	b	a	b	-	b	a	a	a	a	a	a	b	a	a	a	a	b	a	b	
30675_x1	a	a	b	a	b	b	b	a	b	a	a	a	a	-	b	b	a	b	a	a	a	b	b	a	b	b	a	a	b	b	a	
48890_x1	b	a	a	a	b	a	-	b	-	-	-	b	b	a	b	-	a	a	a	-	-	b	b	b	a	b	b	a	b	a	a	
42181_x1	a	b	b	b	a	-	a	a	-	a	-	-	a	a	b	a	b	b	a	b	b	b	a	b	b	a	-	a	-	b	b	
76135_x1	a	a	b	-	b	b	-	a	a	a	b	a	a	b	a	a	a	a	a	b	a	b	a	a	a	a	b	b	b	b	a	
3638_x1	-	a	b	a	a	b	-	a	a	a	a	-	a	a	b	b	a	b	a	a	b	a	b	a	a	b	a	b	a	b	a	
50006_x1	a	a	b	a	b	a	b	a	b	a	a	-	a	b	-	a	b	b	a	b	b	b	b	b	a	a	b	a	a	a	b	
7598_x1	a	b	a	b	b	b	a	a	b	b	-	b	a	b	a	b	b	b	b	a	b	-	b	b	a	a	b	b	b	b	b	
42326_x1	b	b	b	a	-	-	b	b	-	a	b	-	b	a	-	b	b	a	b	a	a	b	b	b	b	a	-	b	a	b	b	
30194_x1	a	a	b	b	b	a	b	b	-	-	b	a	a	a	-	b	a	a	a	a	-	-	a	a	a	a	a	a	a	b	b	
54235_x1	b	b	b	b	a	-	b	a	b	a	b	-	-	b	a	-	b	a	b	a	a	b	a	b	a	a	b	b	a	a	b	
73987_x1	b	b	a	b	a	a	a	a	a	a	a	a	-	b	b	a	a	a	b	b	a	b	b	a	b	b	b	b	a	a	b	
1805_x1	a	a	b	a	b	a	b	a	b	a	a	a	a	b	b	-	b	b	a	b	b	-	b	b	a	a	b	a	a	a	b	
55172_x1	a	a	b	a	a	a	a	b	b	b	b	b	b	a	b	b	b	a	b	b	a	a	a	b	a	b	b	a	b	a	b	
9840_x1	a	a	b	a	-	a	b	a	-	a	a	b	a	a	-	a	b	a	a	a	b	b	b	b	a	b	b	b	b	-	b	
30673_x1	b	a	a	b	b	-	-	b	-	b	a	b	b	b	b	a	a	a	b	b	a	a	a	a	a	b	a	a	a	b	b	
42183_x1	b	b	a	b	a	b	a	b	a	-	b	-	b	a	b	b	a	a	a	a	b	a	b	a	b	b	b	b	b	a	a	
72369_x1	b	-	a	a	a	-	a	b	-	b	a	b	-	b	b	a	b	a	a	b	b	b	a	a	a	a	b	b	b	a	b	
75729_x1	a	a	a	b	a	b	a	a	a	a	b	-	a	b	a	b	b	b	b	b	b	a	a	a	b	b	a	a	b	b	a	
56489_x1	a	a	b	-	a	b	a	b	a	b	-	b	-	a	b	b	a	b	b	a	b	b	b	a	b	a	-	b	b	b	a	
16221_x1	a	a	b	-	-	b	a	a	a	a	b	-	a	b	a	b	b	a	-	b	-	b	a	b	b	a	b	a	a	b	a	
37078_x1	b	a	b	a	a	b	a	a	a	a	a	a	a	b	b	b	b	a	b	b	a	b	a	a	a	b	a	b	b	b	a	
55786_x1	a	b	a	b	b	a	a	a	a	b	b	b	b	a	b	a	a	b	a	a	a	a	a	a	a	b	b	b	a	a	a	
67448_x1	b	a	a	b	-	a	-	a	a	a	b	b	a	a	a	a	a	a	a	a	a	a	b	-	b	a	a	b	b	-	b	
18511_x1	b	a	b	a	b	a	a	b	-	b	a	-	a	a	b	a	b	b	b	b	a	a	b	a	a	a	-	b	-	a	a	
49143_x1	-	b	b	b	a	-	b	a	b	-	-	a	a	b	-	b	b	-	b	b	b	a	a	a	b	a	a	b	a	-	b	
38781_x1	a	b	b	b	a	b	-	b	b	a	b	b	a	-	b	b	a	b	b	-	b	b	b	a	a	b	a	b	b	a	a	
63562_x1	b	b	b	b	a	b	a	a	b	a	b	-	-	b	a	b	b	a	b	b	a	b	a	b	a	a	a	b	a	a	b	
21131_x1	b	b	-	-	a	a	b	b	a	-	b	a	a	b	b	a	b	b	a	a	b	a	b	a	b	-	a	b	b	b	b	
10770_x1	b	b	b	a	b	b	a	b	b	b	-	b	a	b	b	b	b	b	b	a	a	-	b	a	b	b	a	b	-	b	b	
57971_x1	b	a	a	a	b	a	b	a	a	b	b	b	b	b	b	b	a	a	b	a	a	a	b	b	b	b	a	b	a	b	b	
4243_x1	a	b	a	b	b	a	b	b	b	b	b	b	a	b	b	a	b	b	a	b	a	a	a	b	b	b	a	a	b	a	b	
57595_x1	b	a	b	a	a	b	a	b	b	b	b	a	b	a	a	b	b	b	b	b	b	b	b	-	b	b	b	b	b	b	b	
33410_x1	a	b	a	-	a	b	a	b	-	b	a	-	-	a	-	a	b	b	b	b	b	a	a	a	a	b	b	a	-	a	a	
69324_x1	a	b	b	b	b	a	b	a	b	-	a	b	a	a	-	-	a	b	b	a	-	b	b	b	b	b	a	b	a	a	b	
31905_x1	a	a	a	a	b	-	a	a	b	-	b	a	a	a	a	-	b	a	a	b	a	b	b	a	a	a	a	b	a	a	a	
56210_x1	a	a	b	b	b	b	a	b	b	a	b	a	a	a	a	a	a	a	b	-	a	a	b	b	b	a	b	a	b	b	b	
20734_x1	a	b	a	b	b	a	a	a	-	-	b	b	b	a	b	-	a	b	a	a	a	a	a	a	a	b	b	b	a	a	a	
63234_x1	b	a	a	a	a	b	-	a	-	a	a	-	b	a	a	-	a	a	b	-	a	a	a	a	a	b	a	b	b	a	b	
14371_x1	a	a	b	a	a	a	a	b	a	a	-	b	b	a	b	a	a	a	a	b	a	b	a	a	b	b	a	a	a	a	a	
64350_x1	b	b	a	b	a	a	a	a	a	b	a	a	-	b	b	a	a	a	b	a	a	b	b	a	b	b	b	b	a	a	b	
52779_x1	a	a	b	a	a	a	b	a	a	b	a	b	a	a	a	a	b	a	a	a	a	b	a	a	a	-	a	a	b	a	b	
47035_x1	b	b	a	b	a	a	a	b	b	b	a	-	a	b	b	a	a	a	a	a	a	a	b	b	a	b	b	a	a	b	a	
39426_x1	a	a	a	b	a	b	b	b	a	-	b	a	a	a	-	-	b	b	b	a	-	b	b	-	a	b	a	a	a	a	b	
60362_x1	-	b	b	a	-	a	b	a	a	-	-	a	-	-	a	a	b	a	a	a	a	b	a	a	a	b	-	a	b	a	a	
45762_x1	b	b	b	b	a	-	a	b	b	b	b	a	b	a	a	b	b	b	a	a	b	a	a	a	a	-	b	b	a	a	b	
5994_x1	a	a	b	b	b	a	b	a	b	a	a	b	-	a	a	a	b	a	b	a	b	b	b	b	b	b	a	b	a	-	b	
10281_x1	b	-	b	b	a	b	a	b	b	b	b	a	a	a	a	-	b	b	a	a	b	a	a	a	a	b	b	b	a	a	b	
56317_x1	b	b	a	a	a	a	-	a	b	-	a	a	b	b	a	a	b	b	b	b	-	b	a	a	b	b	a	a	b	a	b	
73047_x1	a	b	b	a	b	-	b	b	a	a	a	a	b	b	b	a	b	a	b	b	a	b	b	b	a	a	b	a	b	b	b	
34983_x1	a	a	b	b	b	a	b	a	b	a	a	a	a	a	a	b	a	b	b	b	a	a	b	a	a	b	a	a	a	b	b	
55671_x1	a	b	b	b	a	b	-	b	b	-	b	a	a	a	-	a	a	b	b	a	a	-	b	a	a	b	-	b	-	-	a	
43767_x1	b	a	a	b	a	b	a	a	-	b	b	-	a	a	a	b	a	b	a	a	b	a	a	a	b	b	a	b	a	a	a	
64352_x1	a	b	b	a	b	b	b	b	b	b	b	a	a	a	b	b	b	b	a	a	b	b	b	a	b	b	b	b	b	b	a	
45764_x1	b	b	a	b	-	a	-	b	-	b	-	b	-	a	b	b	b	b	b	a	b	-	b	b	a	b	a	a	-	a	a	
6782_x1	b	-	a	b	a	a	b	b	a	a	b	b	a	-	b	b	a	b	a	a	a	b	b	a	b	-	-	a	b	a	-	
74520_x1	b	a	b	b	a	a	a	a	b	b	b	a	a	b	a	a	a	a	a	a	b	b	b	a	a	b	-	a	b	a	a	
65799_x1	a	b	b	a	-	b	b	b	a	b	a	b	b	b	a	a	a	a	b	a	a	a	a	a	b	a	-	b	a	a	a	
44761_x1	a	a	a	b	a	b	a	b	a	-	-	b	-	b	a	b	b	b	b	b	b	a	b	a	b	b	a	a	b	b	a	
11746_x1	a	b	a	b	a	a	-	a	a	a	a	-	a	a	a	b	b	b	b	b	a	b	b	b	a	a	-	b	b	b	b	
68735_x1	a	b	b	b	a	b	b	b	b	a	b	b	a	a	b	b	a	b	b	b	b	b	b	a	a	b	-	b	b	a	a	
68735_x2	a	b	b	b	a	b	b	b	b	a	b	b	a	a	b	b	a	b	b	b	b	b	b	a	a	b	-	b	b	a	a	
21213_x1	b	a	a	-	a	a	b	b	a	a	b	b	-	b	b	b	a	b	a	a	-	b	b	a	b	-	a	a	b	a	b	
14225_x1	b	b	b	a	b	a	a	a	a	a	b	-	a	b	a	b	a	b	b	b	b	a	a	b	b	b	a	a	a	a	b	
8739_x1	a	a	b	a	-	a	b	a	b	a	a	b	a	b	a	-	b	b	b	b	a	b	a	b	a	a	a	a	a	b	b	
55500_x1	b	a	a	b	a	-	-	b	a	a	b	b	a	-	b	b	a	b	a	a	a	-	b	a	b	b	-	a	b	a	b	
23271_x1	b	b	b	a	a	a	b	a	b	b	a	a	b	b	a	a	b	b	b	b	b	b	a	-	b	b	a	a	b	a	b	
12793_x1	-	a	b	a	a	a	b	a	-	a	b	-	b	a	a	a	a	a	a	b	a	b	a	b	a	b	a	b	a	b	b	
